,tweets,likes,location
6949,@Ubelejit_ Hi lol,0,"Abuja, Nigeria"
6950,"“We’re doing very well in Agricultural Exports such as ginger and sesame. Urea fertilizer is now our largest non-oil export commodity”.

#PMBScoreCard https://t.co/tew6oFZFTb",1,"Abuja, Nigeria"
6951,"“We drafted and validated the first-ever investment policy for approval by the Federal Executive Council”

#PMBScoreCard https://t.co/e0qDVzveBb",1,"Abuja, Nigeria"
6952,"“We launched the National MSME Policy to create framework to resolve the challenges faced by the sub-sector’”

#PMBScorecard https://t.co/WzKhLmnTtB",1,"Abuja, Nigeria"
6953,@flexywal @KadunaResident Lol bold of you to assume people don’t have the the opportunity.,1,"Abuja, Nigeria"
6954,"“We launched the Zero Oil Plan to promote non-oil products and diversify the revenue base of the federal government of Nigeria”

#PMBScorecard https://t.co/48Imo2SYqX",1,"Abuja, Nigeria"
6955,"Hon. Richard Adeniyi Adebayo the Min. Of Industry, trade and commerce on the #PMBScorecard .

“Under the PMB Administration Nigeria Moved 40 spaces in the ranking of Ease of doing business and emerged top ten most improved economies” https://t.co/R0Rp6GKebA",7,"Abuja, Nigeria"
6956,@lekcomzy @EricOse4 @MESIGO422 @BashirAhmaad Maybe you are benefiting from the corruption of your evil party but guess what? You will fail this time. Ode olodo,0,"Abuja, Nigeria"
6957,@DavidHundeyin Ahh👀,0,"Abuja, Nigeria"
6958,@Ebuka__042 Olodo!!  you won’t go and rest. This one na make you follow talk “nkakwu” 🐀,1,"Abuja, Nigeria"
6959,@OlamiLa87069763 @dabiodunMFR @PastorEAAdeboye @rccghq 😂😂😂😂. Because you people are evil you think everyone is. Your evil wishes catch up with you. Olodo,0,"Abuja, Nigeria"
6960,@DeborahItunuola And you Dey talk am with ur chest. Olodo,0,"Abuja, Nigeria"
6961,"@skaface1blood @omaabocho @SaharaReporters Olodo 😁😁😁 did you hear him say divide 18.9 or divide 650? 
I'm not surprised, if your messiah na lying machine you na learner. 
See as you twist it and more so I didn't hear obi say 0.0..........in his answer. You go school true true. 😁😁😁",0,"Jos, Nigeria"
6962,@Dominio80539790 @SaharaReporters Olodo,1,"Abuja, Nigeria"
6963,@simon_ekpa Olodo this is Aba,0,"Abuja, Nigeria"
6964,"@adamugarba Waste and not waist. All you know is waist, focus on it and leave politics alone. Olodo",0,Abuja Nigeria
6965,"@Sophire_Glx Pay your own naw, olodo",0,"Abuja, Nigeria"
6966,Undefined relationship sex&gt;&gt;&gt;🌚,0,"Abuja, Nigeria"
6967,@Nickey_1000 @IdaraJenni @yabaleftonline Omo this one na olodo...kuku fuck am na so we go know say the passion strong,0,Abuja
6968,@SaharaReporters Even people wey dey try login their Gmail sef nah cyber attack? Olodo,0,abuja
6969,@DAZNFootball My babe! That was close🤌🏼😩,2,"Abuja, Nigeria"
6970,@ChelseaFCW Never in doubt!💪🏽let’s finish strong,0,"Abuja, Nigeria"
6971,@Theresa06473168 You’re welcome 🌚,0,"Abuja, Nigeria"
6972,@adams_ibn_ Olodo,1,"Minna, Nigeria"
6973,"Grab it, snatch it and runaway with it. -Machiavelli Pablo BAT😎@officialABAT 
#HighlyMotivational
@_dinomelaye @abati1990 @AreaFada1 @chymaker 
@OfficialAPCNg @APCUKingdom",0,"Abuja, Nigeria"
6974,"when they show up, we must find our way of getting them. Grab every opportunity that comes your way today. 🙌🙌🙌🙌👐👐🙌🙌🙌🙌🙌🙌
 &gt;&gt;Say to yourself “my time is coming, my miracle is on its way, I shall come out strong, my blessings are being wrapped in God’s glory” https://t.co/U8N9sWIJiD",1,"Abuja, Nigeria"
6975,"@vanguardngrnews What about him, @officialABAT whose charge to his followers to grab it, snatch it and run with it led to loss of so many lives and properties. If he can truncate lives, truncating ur swearing in for reasons that u are an ex convict and an election rigger is good. U shud be jailed",0,"Abuja, Nigeria"
6976,"@therealsojidan @akintollgate By commercializing the nominations jerking up the fee instantly to 25m and the delegate trade to follow at the state congress, the party has closed the door to credible candidates, and opened the door to people sponsored by Hope Uzodinma to grab the ticket!",10,"Abuja, Nigeria"
6977,"The great men we see today is because they grab they opportunity just like @XcelPayWallet is presenting it to us now, don't let such opportunity past you grab it now 
#xceldefi #xcelswap #BSC #XLD #xcelLab",1,"Abuja, Nigeria"
6978,"@fkeyamo Festus Kyamo,  we can't continue on the path of  Tinubu democracy of ""take it , grab it  and run away with it '",0,"Abuja, Nigeria"
6979,@SamAmadi Assets of diminished tribe in their minds to grab as abandoned property. God forbid evil .,0,"Abuja, Nigeria"
6980,"@BayoAdedosu But its wise to say "" snatch it, grab it, fight for it and run with it "".",0,"Abuja, Nigeria"
6981,@fkeyamo @officialABAT There was no election...Nigerians saw criminals snatching ballot box across Nigeria. Just take a seat and grab your popcorn 🍿 https://t.co/dgx4AXubFZ,0,"Abuja, Nigeria"
6982,"This statement is a partisanship statement. 

The DSS @dss_nigeria is and should be an institution for the Nigerian people, not for the powerful corrupt political elite who are desperate to grab power at all cost.

It's shameful how we know that some institution",0,"Abuja, Nigeria"
6983,"they couldn’t grab a win for the legend, sure he’d be turning in his grave.",0,Federal Capital Territory
6984,@BclassicD @StFreakingKezy But you guys want to grab Lagos land by force from the Yoruba's. Foolish people and You're hear saying somebody sold his inherited land to stranger's. Yen yen yen!,0,Abuja
6985,"@fkeyamo Look at a SAN who do not know the meaning of SPECIMEN and actual vote…they planned well and executed well; they didn’t say ‘Fight, Snatch it, Grab it, and Run’ like your shaky shaky Oga that committed ethnic cleansing on Election Day. He must not go free of these crimes as God",0,"Abuja, Nigeria"
6986,"@itumasunny2496 @RealJossyIbe @OfficialDSSNG Grab it, fight for it and snatch it are the “legal mechanisms” in place to get power 😂😂",0,"Benue, Nigeria"
6987,"@AITraderGlobal Nice project, grab it ooh🥰🥰",0,
6988,"Happy Sunday Folks! Kindly grab your copy of the Good Shepherd News Paper today at any Roman catholic church in the FCT area.
#Sunday #sundaymass #romancatholicism #CatholicChurch #catholicnewsagency #goodshepherdnewspaper #grabacopy #catholicnewspaper https://t.co/H4jVF9CWGy",0,Abuja Nigeria
6989,@HakeemAleshinl1 @AEberonwu Did they grab you land or you sold to them,1,Abuja 
6990,"Nana Kazaure Labour Party Spokesperson replies Festus Keyamo

“What see are videos of Festus Keyamo's principal telling supporters ‘snatch it, you must take it, you must grab it’ and that is exactly what happened during the elections”

 https://t.co/3GxZDyfUNm",79,"Abuja, Nigeria"
6991,@dr_chibuike @jon_d_doe @anyiwonder That’s just the issue . Men will deny men the slightest assistance only to grab a who family responsibilities for a girl that would dump you later,1,"Abuja, Nigeria"
6992,"@gOkEspark But they say power is not given, it is taken. “Snatch it, grab it, run with it!” 😀",67,"Abuja, Nigeria"
6993,@nyewe_eli @Manlike_ED @ikwerre @bomaboyle @dykamadi @HRH_HENRAY @ichedanielkalas @maestroroy @Kamalu_Samuel @Topboychriss @paamelahh_ Nothing has been stolen. The game is just starting. Grab your popcorn 🍿🍿🍿🍿 and enjoy. 😂😂😂🤣🤣,0,"Abuja, Nigeria"
6994,"@OfficialDSSNG Pls DSS, first go after MC Oluomo, Bola Ahmed Tinubu who said people should grab power by all means. Threatening the citizens won't stop the citizens from calling out the injustice and ELECTORAL FRAUD",0,"Abuja, Nigeria"
6995,@RealJossyIbe @OfficialDSSNG @OfficialDSSNG  this guy said grab and snatch against the law of peaceful election.. What is your say on this? Just asking,4,Federal Capital Territory
6996,"rufai would've fact-checked that apc spokesperson right on the spot with concrete evidence, that's why he'll always have my respect; how can that man come on tv to say that the ""grab it, run with it"" statement by his principal is ""more than 20 years old""? a statement made in 2022",1,Federal Capital Territory
6997,"Tinubu said grab, snatch and run away with the power at all cost. 
Scripture said the thief comes only to steal, kill and destroy.

These two statements feels synonymous.",1,Abuja
6998,"@fazfunkie @FrannyOD ..""At all cost, fight for it, grab it and run with it""
I am so motivated right now",0,"Abuja, Nigeria"
6999,@SempreMilanCom @elnacionalcat Milan should grab the money and run.,9,"Abuja, Nigeria"
7000,@rer4life @ManLikeIcey Lol they won't so grab your popcorn and wait for the ride!,4,Abuja 
7001,"@perfectskones 😂😂😂 I love classic movies tbh, they're so much better than now. The sound of glass breaking when calling the name of the cast and the GRAB YOUR COPY NOW!!!!😂😂",0,"Abuja, Nigeria"
7002,@KelechiGraceNw1 @Onlineguru_ Shey you grab? ₦3k no suppose ginger that kind morale na.😂,0,"Abuja, Nigeria"
7003,"@Ol0ye Fulani herdsmen do not attack people for killing their cows, they do it for land grab.",1,Abuja
7004,@flownext come grab some.,0,"Abuja, Nigeria"
7005,@AHayatu You just gained your political independence.  Over to the Yorubas. The gbas gbos will be sweet. Grab your corn.,8,Abuja
7006,"@OgbeniDipo @obinali_henry “at all cost” “grab it, snatch it and run with it” 

what was he implying with those words 🌚",4,"Abuja, Nigeria"
7007,"GAMES STILL VERY MUCH AVAILABLE NOW✅✅✅, GRAB THIS OPPORTUNITY OF WINNING BIG💥💥 IN BET9JA, WGB, NAIRABET, WAZOBIA BET, BET360, MERRYBET AND MANY MORE.... BUY A FIXED MATCH TODAY AND SHARE YOUR TESTIMONY IN THE GROUP BEFORE THE END OF TODAY*✅✅✅✅✅✅✅✅💥💥💥💥💥💥‼️ https://t.co/Xpvga5UH83",1,"Abuja, Nigeria"
7008,Lagos as at the time was the capital. Arguing for a  special status means no one tribe can lay claims to it other than the whole of Nigeria. It wasn't an attempt to grab or covet people's heritage but to be secure that the benefits as a capital is not lost in tribal entitlement.,0,"Abuja, Nigeria"
7009,"@Benn_X1 Interesting how ""Snatch it! Grab it! Run with it!"" is not an inciting statement.",0,"Abuja, Nigeria"
7010,"@StFreakingKezy Unfortunately the signs are all over, the obidient movement is purely an Igbo agenda to grab the power. So obvious.",9,"Abuja,Nigeria."
7011,"@PulseSportsNG Is Jose a coach in the first place  ? I don't blame him, na who go see awuuf wey nor go grab am ? Meanwhile the original score. If u nor like am, go to court. 🙄🙄🙄 https://t.co/Wbbi4wYJ9g",1,Abuja FCT Nigeria 
7012,"Pulling out ur teeth isn't the solution,taking care of your teeth before it bad will do you more good than harm,grab your optifresh toothpaste today,and enjoy a stronger and healthier teeth 🦷 With as little as #3,490 you can say goes goodbye to all kinds of tooth problems. https://t.co/wjj0QWYxrS",0,"Abuja, Nigeria"
7013,@Adeyemi9A @therealdaddymo1 @Sire_Charsty I agree with your line of thought. A street trader given 5M he will grab it with both hands.,1,FCT
7014,"@Elixir_oficial @streetkynq @AreaFada1 You don't get it, do you!
It's a democracy, child's play or not, you have no right to snatch, grab or run away with anything. Let the people elect you by themselves. And importantly be excellent to be caller ""your excellency"". If this court case goes his way, he will b excellent",3,abuja 
7015,@currentiyke Them done grab your guy balls. Lol,0,"Abuja, Nigeria"
7016,"@ruffydfire Freedom is not served in a restaurant as you have to fight for it, run with it, grab it. 
Yes this is not a civil way to handle things but when the people in government don’t even obey the law that was setup by them, what’s the hope of the common man.",0,"Abuja, Nigeria"
7017,@JustinJMiller11 @PartTimeChemist @Don_Alessio69 @BlurryKits Yessss guys your wallet need one have to grab one before it hit the bull. #bkl #TKIF #blurrykits #BKLFG,1,"Abuja, Nigeria"
7018,"'Beauty in the Sun'

A place can be dark and seemingly void of beauty or hope until the sun shines.

0.50 $XTZ (Open Edition)

Grab some if you like it. Tag some flower Lovers as well 😊🌹🌺
Link in comment section 👇
#objkt #FLOWER https://t.co/Zxidc5Ov8h",18,"Jos, Nigeria"
7019,"FASHION STATEMENT EARRINGS 

It's time to update your jewelry stash- grab the bargain

1PAIR- N2,000
2PAIRS for N3,500
3PAIRS N5,500

DM/08173704990
Delivery is Nationwide https://t.co/MGLGGfUSUa",1,"Abuja, Nigeria"
7020,"@ColinUdoh Play good football and fans will fall on each other to grab tickets, fans wey go sef get mind",0,"Abuja, Nigeria"
7021,"@myra___b Sometimes such don’t come on a plate of gold, u have to grab it, snatch it, and run with it 😋",0,"Abuja, Nigeria"
7022,"Famous Quote 4rm @officialABAT
“GRAB IT, 
SNATCH IT, 
FIGHT FOR IT 
RUN WITH IT.
Political power is not served in a restaurant.”😳

Is this what we want to teach young people? Is this how a leader should talk?😢

Please return the certificate of return 
@AreaFada1",20,Federal Capital Territory
7023,"Famous Quote:
“GRAB IT, 
SNATCH IT, 
FIGHT FOR IT 
RUN WITH IT.
Political power is not served in a restaurant.”😳

Is this what we want to teach young people? Is this how a leader should talk?😢

Please return the certificate of return.😡",5893,"Abuja, Nigeria"
7024,"@FrankoBaressi @MuchTalksBlog1 this one pass grab, this one is chew lol",3,"Abuja,nigeria"
7025,"FRIDAY VIBE is always different especially in your own apartment

Grab this amazing offer to own your space !!!

Location : Kyami along airport road opp. Centenary City Abuja 
Contact us today @facitesynergy on 07036041395

#facitesynergy #abuja #roofing
#realestate #portharcourt https://t.co/pnr6yWoYzT",0,Abuja
7026,"@IwubehB It won’t happen. The toxic person was/is Khosi and her daft fans.
They accepted the title from week 1.
They shd still grab it wt their full or flat chest. 
Their girl is evuuul &amp; wicked",2,"Abuja, Nigeria"
7027,@seguntomori I’ll just come and grab your  living room chairs😂,0,"Lagos, Nigeria"
7028,"@vanguardngrnews South East doesn't have muslim senators, so a competent muslim from the North should grab it.",0,Abuja
7029,"Looking for something easy to wear for your comfort grab this *FREE SIZE GOWNS WITH VEILS* 

New Egyptian gown
Available colors Design

NGN 13,000✅✅
Was 15,000❌

WhatsApp 08180334254.
Minna, Niger State https://t.co/LHR8nYNiT5",5,"minna, Niger State, Nigeria"
7030,"@Carl_E_Miller If Burns can grab Masvidal, he's won that fight. Because he didn't guard pass Magny for the sub. He's just gotten way too good at wrestling and grappling. I think that's why he wants  a second Khamzat fight. He's so sure he can beat Khamzat.",1,"Abuja, Nigeria"
7031,"WHAT SHE ORDERED                      REVIEW👇

It's giving all it should, grab one today

N13,000

Colour: Black, Brown, Wine Available 

DM/08173704990
Delivery is Nationwide https://t.co/5ohW8HtOlo",6,"Abuja, Nigeria"
7032,"@Equityoyo People who are strangers everywhere are hostile to strangers in their own homeland...and wonder why their home is underdeveloped. Do you build estates in the air or on land? This lot won't sell land to you in their home even as they grab, grab, grab in other lands bi afise...🤷🏿‍♀️",10,"Abuja, Nigeria"
7033,"@renoomokri @PeterObi  has made history in the Nigerian political space. 

But it's nothing to compare with the history about to be made. Stay alive, grab your popcorn and watch. 

Na here we dey",1,Abuja
7034,GHA class of 2012 grab this!,0,"Abuja, Nigeria"
7035,"Bayern Munich knew what they did, they knew that big clubs would come for Thomas Tuchel in the future so they used the international break and grab the opportunity.",2,"Abuja, Nigeria🇳🇬"
7036,@Darealmayabanks I don't grab,0,"Jos, Nigeria"
7037,"This song is so confusing, couldn’t even get a grab 😭 https://t.co/wuwvdxUiT2",0,"Abuja, Nigeria"
7038,"Currentl #32 Hot Collection on @objktcom

TVL - 314.08 $XTZ
24h Volume - 89.7 $XTZ
Floor Price - 2.96 $XTZ 
Secondary Market is on 🔥🔥

This is a collection you'd want to be a part of. Grab a Turtle today 🐢
#tinyturtles #objkt #tezos #tezoscommunity https://t.co/rjbIZaalqJ",16,"Jos, Nigeria"
7039,"@65249ff she going fast, she going slow, i grab her waste, i take control",0,Abuja
7040,"Grab ur own shiiiii. 
Don’t scatter it on any other person’s shirt bcuz it will make u feel good. 

That is Wickedness 101",3,"Abuja, Nigeria"
7041,"@Ghost_LostBoy @MrAfobaje @Iam_Lagesh @Ruky_Baby27 Nobody is wishing her death bro. 
The first told her she won’t d!e well. She might live for 200 years but what is means is she won’t die well. Plus it won’t have any effect on her if she’s saying the truth
You grab? 
And finally, it’s social media",0,Abuja
7042,"@premierleague @Castrol This is Arsenal month. Player of the month, manager of the month, goal of the month and save of the month. Arsenal are up for the grab. It all for Arsenal!",6,"Abuja, Nigeria"
7043,So i decided to rearrange the theme song for GOT!!!🎹🎹 Grab 'em headphones 🎧🎧 https://t.co/GIjiYjJgb2,0,"Abuja, Nigeria"
7044,"@fkeyamo 1. Remove that Duly elected. And replace with Impose
2. Healing will come and u and your principal returns the mandate u stole, hijack, grab and run away with.
3. You should be grateful that OBI is a sensible &amp; matured man, if not, this country would have been set abalze",0,Abuja
7045,"@ngofthegoodlife @fkeyamo ""At all cost, fight for it, grab it, snatch it and run with it.""
Hmmmmmmm 😏👀 God is watching from a distance.",2,"Abuja, Nigeria"
7046,Vonnstars voting lines are still open please push! grab any device near you. Yvonne’s fate on Sunday lies in your hands and yours only. Vote like no one else is voting! Na God I Dey use beg you😭  #BBTitans https://t.co/5TNZfvWCot,21,"Abuja, Nigeria"
7047,Labour Party will replace PDP as the main opposition for the next election cycle! Grab your popcorn,1,In ur faces.....
7048,"🎁Rewards: share 150 TT 

🔹Task 2
✅Invite friends min. 10 person to Join MetaTdex Telegram Group (More Invitations, more chance to win, also more prizes to grab)
✅Last seen shall be Recently
❌No bot, if found, will be disqualified
✅Fill up Google Form",0,"Abuja, Nigeria"
7049,"NFF: Fans to pay N2,000 and N10,000 to watch Super Eagles take on Guinea-Bissau in Abuja on Friday.

Grab tickets at the secretariat of the NFF at the Package B of Moshood Abiola National 
Match time is 5pm",0,Abuja
7050,"3. Use visuals: Visuals are a powerful way to grab attention and convey information quickly. Use high-quality images and videos to showcase the product you're promoting, and highlight its key features and benefits. Audience will engage and you can convert.",0,"Abuja, Nigeria"
7051,"There’s a way to trade forex such you are unbothered about the hassle of liquidity grab.

When the market grabs all the liquidity it needs, it then walks seamlessly to you!",3,"Abuja, Nigeria"
7052,"@Topboychriss Which arise TV this houseboy dey watch,abi Rufai don grab fayose by the throat,baba wan cry😂😂..",4,"Abuja,Nigeria"
7053,"📍Always have in mind that, the environment where you live and dwell is full of countless possibilities and opportunities that can take from point 0 to point 100 🌟

📍Open your eyes, Open your mind wide to recognize these opportunities, grab them and utilize them immediately.",0,"Abuja, Nigeria"
7054,"Hurry and grab your Umrah offer.! 
The best Umrah offer you can get right now. 
Ramadan Mubarak ☪️",0,"Abuja, Nigeria"
7055,"Grab tickets at Old Parade Ground, &amp; NFF’s former office at Wuse Zone 7",2,Abuja
7056,"NFF: Fans to pay N2,000 and N10,000 to watch Super Eagles take on Guinea-Bissau in Abuja on Friday.

Grab tickets at the secretariat of the NFF at the Package B of Moshood Abiola National Stadium.@abujastreets @potam1304 @SHERLOCKODD https://t.co/g02gcUqdrX",22,Abuja
7057,"“Grab ya Corn, when you see the BAT 🦇 

Call the Cops, when you see Wike, uh

You took LAG, but ya punks didn't finish

Now ya bout to feel the wrath of MC Oluomo

Nigga, I rig the game”",0,"Abuja, Nigeria"
7058,tiered pricing grab ini aneh banget,0,jeje
7059,"OPERATION GRAB IT AND RUN! SO HELP US, GOD😂😂🤣 https://t.co/NB241baZkO",0,Abuja
7060,My father is buried opposite your house sir. I don’t want to hear stories about a land grab when you come into power.  Just do right by your citizens.,0,Abuja. 
7061,@PO_GrassRootM follow me ooo i no get shi shi... i just believe some how Peter Obi will grab his mandate. Continue to pray for him! @AlekeFrank,0,"Abuja, Nigeria"
7062,"@vanguardngrnews it’s the same Tinubu that was caught on camera lecturing his followers to grab political power, snatch or fight for it. they have snatched it with the guns and cutlasses why suing for peace after killing innocent people? they will reap what the sow.",0,"Abuja, Nigeria"
7063,"When they become jittery and afraid of loosing power, they throw in the ethnic card and we sheepishly grab it &amp; begin to use it against each other. @talk2apine @CTVpolitics @ARISEtv @hrw #nosidonlook",0,"Benue, Nigeria"
7064,@FirstDoctor After reading the post i grab my baby and throw it up to check if what you are saying is true,0,Federal Capital Territory
7065,"Join  @suiswap_app  and #Sui to enjoy the unending goodies that are on the way, Use the link below for your registration and participation!!!.

Remember opportunity come’s all day all time but it take’s only the wisest to grab it at the right time. https://t.co/dyM7nTKp4U",1,"Abuja, Nigeria"
7066,@adekunle_fajana He got game still.. So they'll grab this,1,"Abuja, Nigeria"
7067,"Share your business' story &amp; experiences, talk about your results and achievements, harp on the efficacy of your solution, talk big, look like an expert, act like one, BE one.....

Stop playing 'nice'! Get out there. Make that 'noise', grab that sale!",0,"Abuja, Nigeria"
7068,@ToseenMerci You de always try grab me by the neck ma.,0,Abuja
7069,"It happens, especially at night. You see that Turkish/Nile road, that was where someone tried to grab my phone, luckily I didn’t let go. Stopped following the road at night. Unless in a highway it’s better to not wind down your window glasses at night Gaskiya, Allah ya kyauta",12,Federal Capital Territory
7070,@SpeaktoMudi No wonder Uche dey grab u dey slim 🤣,0,"Abuja, Nigeria"
7071,"How relevant this is to the 2023 polls is something sha.

One man says CALM DOWN, LET'S HAVE PECE

the other one says GRAB IT, TAKE IT, RUN WITH IT

😬😬😬",0,"Abuja, Nigeria"
7072,"Am very happy to woke up and see this. @BlurryKits has done it again, loyal to its members so join and grab yours..#getsomekits #kitsstrong #bkl #CardanoCommunity #NFT #Ada #BKLFG 🚀💪💯 https://t.co/PQVC8tq2Kc",8,"Abuja, Nigeria"
7073,"@9jaboy_ @Diane98842846 I've bookmarked it.
I've set a reminder too.
Court Case abi SAN cash grab",1,Tashar Gagawa
7074,"'Beauty in the Sun'

A place can be dark and seemingly void of beauty or hope until the sun shines.

0.50 $XTZ (Open Edition)
https://t.co/dOo6XYdah0

Grab some if you like it. Tag some flower Lovers as well 😊🌹🌺
#objkt #FLOWER #TEZOSTUESDAY https://t.co/pvjsree2zT",1,"Jos, Nigeria"
7075,You can't rewrite your past but you can grab a clean sheet of paper and write your future,0,"Abuja, Nigeria"
7076,"So... I saw this roach running ""casually"" across my room... I went to grab the [window cleaning] spray bottle, and I don't know if its ancestors gave it a heads-up 😂, but I saw it struggling frantically to get underneath the [balcony] door to run outside... I opened the door 😂",1,"Abuja, Nigeria"
7077,@Chindapatrick1 Una no even sabi act😹...naso una mate dey grab...see as u dey lie https://t.co/B9tmREWktJ,6,Abuja
7078,@jujupunter Make I grab this favour abeg.,0,Kaduna
7079,"A blessed nation between valleys can only pull itself out—a great insight from Olugbodi Emmanuel's book ""The Politics in Nigeria"". Grab yours at https://t.co/cX48P7iPyV",0,Abuja
7080,Grab These Nine Kick-Ass PC Games While They’re Up to 75% Off https://t.co/MV0ZfKtM7K,0,"Abuja, Nigeria"
7081,"@mcbiyvanwie @Sports_Doctor2 Relax, US is involved in this. There will be NO rigging.. grab Ur popcorn 🍿",0,abuja
7082,"@abiola_dennis @aminuyaro_ I hope one day you reveal your face. I have wasted too much saliva on you.

You need to grab some political knowledge, boss.",0,"Abuja, Nigeria"
7083,"When they thought that have subdued HE Peter Obi, Okwute dropped the surugede dance. It's gonna be a long night, grab ya popcorn and what have you.
Obi is coming.... https://t.co/7OyFSwEyCn",0,"Abuja, Nigeria"
7084,@Patrickobisike1 @USinNigeria Grab it! Snatch it!! Imagine such words.,4,Abuja. Nigeria
7085,"@Jessy26465233 Eeeyaaah so bcuz ur useless fave cud not grab any woman after following almost all of them, u’re vexing. 

I feel ur pain my dear. If I stanned Miraku I’d hv bn pained too https://t.co/SNaSirsWxP",1,"Abuja, Nigeria"
7086,"@Nwunyeegombute3 That's why his excellency was calm...he knew the rigging would occur and he planned it carefully.. 
Grab your drink and popcorn",1,"Federal Capital Territory, Nig"
7087,@GreenCurrencies @JeffreyGuterman Have you grab your popcorn already? You'll receive the shock of your life that you'll never recover from.,3,"Abuja, Nigeria"
7088,"@abufadeel2 @DanBornoReal You think this is a contract, grab your 🍿 popcorn, we are going for a long ride🤣🤣🤣🤣",0,"Jos, Nigeria"
7089,@JeffreyGuterman Interesting times ahead. Grab your popcorn people....... It's going to be loud 📢📢,45,"Abuja, Nigeria"
7090,"5 Days to go !!
Our 4th Anniversary and Thanksgiving would be happening live at SLC ABUJA 💃🏽
So grab your dancing shoes and start getting ready to offer thanks to the Lord.
#sIcis4 #thanksgiving #sIcconvention #sIcexperience https://t.co/myAWDjjqKi",19,"Abuja, Nigeria"
7091,"@Ugonn1Valentine @channelstv Power is not served as al'acarte, take it, kill, grab it and run with it.... who said this?😡",0,Abuja Nigeria
7092,"@FemiBenson1 @AbrahamOlawunmi So camping is equal to Fight, Snatch, Grab and Run?

Can you qualify election with any of those words?

My bro, I will end this discussion here

Truly, no Tinubu supporter has sense even the ones that claim to be Christians

If I reply you again mek I bend",0,"Abuja, Nigeria"
7093,"@FemiBenson1 @AbrahamOlawunmi But you didn't quote him completely... He said ""snatch it, grab it, run with it""

Interprete that as well?",0,"Abuja, Nigeria"
7094,"@SaharaReporters Mr. ""Power is not served on a cart, you grab it! And run away with it""

Nothing wey Musa no go see for gate😏",0,"Abuja, Nigeria"
7095,@jaredadcrypto OK baba. I grab,1,"Abuja, Nigeria"
7096,"@FemiBenson1 @AbrahamOlawunmi Tinubu is the guy in the mirror...

Don't forget he said, ""power is not served in the restaurant... You snatch it, grab, run with it""

What does that mean? 🤷‍♂️",0,"Abuja, Nigeria"
7097,Grab a bottle of chilled soft drink,0,"Jos, Nigeria"
7098,"Can there be healing without justice?

Unless there is justice, politicians will still use this format in 2027: Grab power by any means possible, get INEC to declare you winner, and call for peace thereafter. 

No justice, no healing. Simple",0,"Abuja, Nigeria."
7099,"You grab mandate, you no wan let an go 😂😂😂💔",1,"Jos, Nigeria"
7100,"@audi_socrates That is it. That’s what APC used to grab power in 2015. You can’t have a common enemy and everyone decides to fight on his own, everybody is just wasting their time",0,Abuja
7101,"@Temi_tayour @AdewoleAdewuyi2 @ruffydfire @DSSNg @ARISEtv How about Tinubu who openly charged his foot soldiers to ""Snatch &amp; grab power""?
Or MC Oluomo who openly threatened the lives of an entire Nigerian ethnic group?",1,"Abuja, Nigeria"
7102,@WcAliyah @_AsiwajuLerry Not like am her supporter me na fintiri fan but Omo she being in APC is a wrong party and I have said that alot of time tho kimanta da mutane nan banzaye ne 🥴 if I no write the Hausa well leave am like that sofa u grab😁,1,Abuja Nigeria
7103,"@cryptojack Hey! @kelizzy129 &amp; @RuggedCrypto01
It's time to grab the $PBX of #Probinex. $PBX now making waves with on @BitMartExchange soon after the listing.

@Probinex1 https://t.co/nv91MsO1dp",0,"Abuja, Nigeria"
7104,@freeson_jil @TokmaRaphael In respect to that you can also grab a a copy of chronixx album chronology that's if you've not heard it already,1,"Jos, Nigeria"
7105,@roselyn_yusuf @BubeAjike One more chance and I’ll grab it 😭,2,"Jos, Nigeria"
7106,Others the grab ass e reach my turn I de grab blood😂😂,0,"Abuja, Nigeria"
7107,"As soon as I wake up I grab my phone, I no even dey check if I dey alive 😂",1,"Minna, Nigeria"
7108,"Check out this info graphic✨️

Well join/follow @voltfinance for  updates

Meanwhile join the waitlist now and grab you spot👇
https://t.co/6chOE6k52o
 
$200 rewards will be given to the top 10 users with the highest referrals and a free SoulBond token for all waitlist members. https://t.co/tlsubEcSjo",45,"Abuja, Nigeria"
7109,@bigtimini Hand wey strong grab phone body and leg to strong,0,Federal Capital Territory
7110,"Tiny Turtles are a collection like you've not seen before. Check them out and if you feel that turtle tingle, grab a couple on @objktcom link in comment section 👇👇 #TEZOSTUESDAY #tinyturtles #tezosturtles #NFT https://t.co/Mvw25zCP56",9,"Jos, Nigeria"
7111,"These crews do not believe in Nigeria. They hate Nigeria enough to allow it but, but want to grab power by all means and fulfill their unquenchable taste.

You can decipher this from this tweet here.",0,"Abuja, Nigeria"
7112,@Valeriemia__ @Khloe_gram You gon reach out and grab my hear for free?😭,0,"Abuja, Nigeria"
7113,"Yes! The #Voltapp waitlist is still on and counting 😉

Don't let the big news pass you by 👀
Grab your waitlist spot now 👇

https://t.co/xaTGEFFYPh

Receive exclusive rewards ⚡ 
@voltfinance #voltagefinance #defi https://t.co/2ZtUwg67nq",47,"Abuja, Nigeria"
7114,"I was once doing this.

Wake up and immediately grab my phone... from Twitter, to Whatsapp, to Instagram, thinking I'm ""working""

No prayer, I won't brush my teeth, I won't clean the house or find what to eat.

All I kept doing was hop online and...",1,"Abuja, Nigeria "
